GAP,(h0-h1)/rd,h0+h1,h2,rs,w0,w1,rd
0.217358287,1.1868492542,62.111950318,0.393158177,113.5857673392,33.4337090529,40.9866922008,2.035771728
0.2371432249,0.9518997007,58.7453488284,0.8849831476,71.6412266835,33.0216836969,41.9202032558,2.0613940996
0.18391911,0.8000000886,65.2451269232,0.0651230536,198.5572651289,32.8708049867,33.0378200854,2.5958432421
0.2269747526,0.8000014085,66.3818836812,0.9940860969,166.7845086534,32.896217752,37.4407677981,2.4272736366
0.2336231441,0.8627511046,60.5467660261,0.5897214463,85.3187210139,33.055552134,41.3624251241,2.0401774568
0.1816530299,1.1167069194,64.6188082414,0.0478108903,199.5862466362,33.7730545507,35.1188577912,2.1407021716
0.2324935291,0.8258197981,63.1726695741,0.74006964,103.6747487493,33.8649205368,38.3269450919,2.8844573328
0.1863620324,0.8000000261,66.1581980834,0.9907644175,55.0819904911,33.4569176927,34.1366345892,2.2973678945
0.2034231481,1.1999995561,60.2025933443,0.4402009809,50,33.457455861,42,2.3048996996
0.1404801107,0.8661548422,65.6547976466,0.1948340069,50.2296954305,32.6417238414,36.984446807,2.0632782577
0.1671300451,0.8032747453,66.6009917047,0.7041863773,65.0162499625,33.1422408111,33.5387671583,2.0403998907
0.2595306752,0.8549313902,63.3476688614,0.9934222004,185.6525916812,33.7509767475,37.8624953194,2.9956481825
0.1945224906,1.1867752158,65.8727519653,0.2466655566,72.405628787,32.033464325,37.6538017238,2.0689356543
0.2480755603,1.1999999034,65.8577082066,0.8982097401,200,34.3300186333,34.8189058828,2.0508762259
0.1849825577,0.8133925553,66.1355084829,0.9588796806,80.6318329566,31.4074088596,33.1018551723,2.3144610558
0.1867079845,1.1999999895,65.9600000211,0.4951008018,200,33.1623787942,35.5594913469,2
0.1850613855,0.9132630574,65.65729202,0.0034381963,144.8314215083,34.3083312092,33.6751328512,2.0055519574
0.1843639141,1.1145342609,64.3433104773,0.0480966,155.2712265917,33.6514002943,37.3866673137,2.1434501735
0.3008137411,1.0638826317,63.8056830222,0.7707023321,199.7308730884,34.7285642381,37.3949519628,2.0333966301
0.1819397544,1.1594350166,65.7135616745,0.092400975,184.895203128,33.1801106949,35.2047460007,2.1426628568
0.2145948624,1.0747961395,60.0438823242,0.0447139678,197.9013690019,34.0722311864,39.2640995292,2.4332745106
0.2415993388,1.1952980056,61.5071364106,0.8995941363,65.0064985988,32.6781398676,41.4457610289,2.1358472367
0.2542645305,1.0890331885,60.2913838384,0.9502399061,145.9591001819,34.0771355237,41.8092899559,2.2175112403
0.2510758617,0.9007647993,61.3985834662,0.0964950327,160.090508924,34.6697503683,38.3325123461,2.561083017
0.1529271868,1.1577947443,65.7525144783,0.4672352821,87.7631874728,32.7470897611,33.052739417,2.0849084594
0.2155433267,1.1667244179,61.4742997028,0.0032937768,185.9652766533,33.5384594301,39.8249598036,2.4897408336
0.1983349258,1.1999999934,63.9054178927,0.0050400167,187.8433877173,33.722712502,34.6699803942,2.407508094
0.1949377557,1.1769847709,65.5075427577,0.336587229,135.1772844752,34.2165616008,33.5337651174,2.1128658034
0.2135912794,1.1854285942,61.2477373359,0.0072015192,53.8457093102,33.1004931898,41.6285209781,2.4461923516
0.1902927802,0.9977201414,65.4313858893,0.9736848242,57.7869782696,31.2377497313,33.0415355297,2.6677380552
0.2173406185,1.1219990092,60.7892769166,0.012993754,194.3381315539,33.0387164627,38.9812404119,2.0070904707
0.2314871886,1.1980823547,64.7300094268,0.7015306899,193.5506775433,31.2031096896,33.1465218094,2.521435871
0.2403891536,0.82620122,66.5933017203,0.0120691936,184.32444953,33.9246488143,41.7466600369,2.1268248006
0.190037981,0.9056845781,65.2357790264,0.348616189,53.6506525941,32.0356470358,33.0334280034,2.9646908551
0.2771232617,1.102178395,58.9422069782,0.9928042337,175.6642517573,34.2465263176,33.5031932414,2.9378544334
0.2750403352,0.9783038197,58.0252630346,0.8331314471,53.5089087322,34.5361824845,41.8109283171,2.0190353443
0.3490140635,0.8046627911,58.7096179257,0.934439104,59.1298025,35.1754970243,41.5243194669,2.9004050807
0.2061732054,0.8000002326,61.2144616757,0.194570947,50,33.8195957779,40.3046963777,2.7445318673
0.2320940733,1.1999985353,62.0478733919,0.6941788864,151.7342483604,33.5188643477,40.7710054722,2.0306763855
0.1407705514,0.8739678038,66.3262677128,0.1464826264,53.7457095513,32.1929337662,33.4942069976,2.1968605265
0.2077014548,1.1344599302,64.1698646956,0.1500775977,189.9807622428,32.1297558132,33.3863411482,2.8942692349
0.1868619048,0.8039348181,66.2100782544,0.0037022666,82.8772964365,33.9462725555,39.0108650836,2.1951298384
0.2507187161,0.8000002162,60.1999013135,0.5663053484,200,33.6087445577,42,2
0.2328388245,1.1999995594,65.2264504976,0.9051076275,171.9062299796,31.9969286108,36.0435136472,2.4313487102
0.6700144625,0.8156221084,61.9100708526,0.9471739369,77.6533326932,36.0696257594,41.315674867,2.9997402986
0.1681841358,0.800000177,66.6823999009,0.0118101931,153.1326533799,33.001682103,34.1180891092,2.0833128861
0.2631353969,0.8000006813,58.0553598556,1,50,34.0079599839,42,2.4307981104
0.2426609129,0.8000000975,64.0737938368,0.5779196612,149.1551651436,33.7693192943,38.2026754726,2.9884090663
0.2083727007,0.8000025162,65.4911050955,0.548211272,184.3997573301,33.738254841,35.2357546762,2.1062624447
0.2505726369,0.8498757119,60.153852693,0.9855873579,51.2243543454,33.218287444,38.8466871876,2.9582961238
0.1345396329,1.1999999443,65.9600001115,0.4389501528,50,32.4472287006,33.7029391698,2
0.2469874882,0.8000000056,61.3364297705,0.1679381775,200,34.0610077106,37.6465992592,2.9261594474
0.2513273932,0.9817323648,60.5850803495,0.8862171974,125.682580374,33.328152706,35.9597735601,2.9471991154
0.2105290124,1.19999985,62.2244262387,0,85.4568126222,33.5123625309,40.3103025197,2.6344984081
0.299894411,1,57,1,50,34.5961639226,36.7646723263,3
0.2228618607,1.1999991613,60.114533993,0.4040957971,197.7622080085,33.8292656912,39.3193049062,2.3006003348
0.1686658677,0.8140214679,66.085889995,0.2264429943,133.0580129251,33.4691598859,33.2214686091,2.1051124038
0.2585817511,0.8534786979,60.9564995824,0.8655070324,163.8588224599,34.0519734634,36.1731799343,2.7933555977
0.2574028014,1.1999999711,58.2139703836,0.6217370801,50,34.4199897303,42,2.6493635791
0.1958405042,0.8000017997,66.7599964006,0.8412857503,133.3838382078,33.4442935318,35.4080581522,2
0.2636569569,0.8466305448,66.1766685274,0.7418889915,52.2370287379,30.0794644147,34.9105037207,2.0721052853
0.2331293069,0.889980868,63.0933135287,0.1883573508,191.9272255279,33.2175281458,35.1447662148,2.9457466297
0.223827253,0.9220907512,61.4946995566,0.0095866449,198.8633814646,33.6086585408,38.549694708,2.4690034589
0.1714237222,0.800000068,65.0777329047,0.3373184987,50,31.9575854739,35.1221616802,2.3964378374
0.1769671302,0.8000009283,64.1425532427,0.47066739,50,32.3666912458,38.6197138284,2
0.2483182687,1.1942762141,58.8822462043,0.9752639165,50.2387956349,33.8043617257,41.8156668908,2.8693552448
0.1505272492,1.1999999426,65.8860363239,0.3934708171,51.9659375478,31.4306287303,33.8129487062,2.0012859804
0.1610328947,1.1999991974,64.9095544585,0.3350533434,57.8337180048,32.4119764254,35.9977117796,2.0829552279
0.1649993434,0.8000006135,66.6118604775,0.2785390978,50.3760644141,32.5161653478,38.4583755742,2.039950796
0.166938649,0.8313039141,65.383958386,0.3773390854,67.9399715625,32.3840957186,37.1294213302,2.0000555253
0.225644395,0.9801077382,60.5226606659,0.5175702348,51.1993519451,34.047196607,38.6765949742,2.9687404304
0.1973416002,1.0703615237,63.8065913221,0.0237823845,199.3956103649,33.1670663597,33.9436933204,2.6667033099
0.1728890117,0.9573147742,66.3536671044,0.2161597707,157.6401066007,32.9830000126,33.0690821247,2.0380535551
0.2558136725,0.9187197941,59.4124379231,0.7551402198,168.4209100182,33.4677422776,33.6167163516,2.9732508262
0.2451587408,0.8205926195,61.805519457,0.0311687325,136.8811134428,34.6495627821,41.873809943,2.822511653
0.2201801508,1.1922951119,60.8048257258,0.6402992997,197.563210176,32.9817225982,34.1873182272,2.8084922331
0.1604444089,1.1999995682,65.4696849347,0.2948293345,104.3911656129,33.2317701879,34.946283994,2.0118151764
0.2381743533,0.8751836195,66.3681550075,0.9938416438,112.4419309303,34.2693434113,38.3665560802,2.000809355
0.2131513436,0.8112501069,65.9599979222,0.4756542027,60.0537784745,32.8290569228,39.2964347521,2.8972035313
0.2158715992,0.8927236277,66.1648167748,0.9326811105,60.2487391362,31.8616531949,38.8069705185,2.0377707396
0.2344309273,1.1999976677,61.0610615687,0.3595823587,67.3006885766,33.4161931218,41.1052805828,2.7784074618
0.2257139739,0.9726850643,61.5044511108,0.0014218402,197.853884405,34.159511411,38.4437866124,2.2149720359
0.3336760672,1.092692136,64.3372002573,0.2687911862,199.93947337,35.0245990172,33.368222996,2.0452068011
0.2345202582,0.8000005809,62.234622949,0.7983308432,199.0243048612,32.3413565727,33.3596056803,2.7359838051
0.4172976567,0.8000003064,58.115341489,0.5700249827,200,35.4444873058,33,3
0.2336036412,0.8390488663,65.8439966956,0.6756828157,51.7990328318,32.266419296,40.9948026969,2.8675692634
0.2756658369,1.1999995289,64.6024236863,1,170.8093766342,34.2909569113,42,2.550892682
0.1784811192,0.8558882869,66.5828337354,0.6774757583,78.3613296305,31.8145944272,34.1505136758,2.0671586897
0.1832358892,0.9317464598,66.4291645695,0.2304769089,140.0551255013,33.7326480533,35.1414062517,2.0222751585
0.1822402078,1.1284607456,65.5957091452,0.9885039319,70.0288983939,32.5229119547,34.7890682966,2.1156824808
0.1883864643,1.1999992396,64.1150632721,0.3055960367,121.3759354152,32.970698896,36.7100413695,2.1648765394
0.2110397412,0.8185182034,66.0473784384,0.887704941,97.4522988735,33.1276914017,34.8794317878,2.5964222185
0.2374112082,1.1999998106,62.0039129075,0.1409462689,140.1987656068,33.5435216369,42,2.7132054851
0.2368757246,0.8727732625,59.778769785,0.7713372143,50.031612007,33.9609350892,40.2107518034,2.5378285349
0.187593606,1.0595923506,65.1512854863,0.0307389226,60.8146980535,32.1109432142,34.5889866945,2.9496191872
0.2382123556,0.801103112,59.6029563481,0.3804983653,59.3935094331,33.2701914753,41.9568019539,2.5381189915
0.2424179362,0.8000008864,63.0832998921,0.2159228955,109.2356233022,33.2834776807,40.301168189,2.9544810474
0.2259399589,1.1999995875,61.997301858,0.6024511567,114.3554812792,33.3579489879,35.2869361881,3
0.2188172423,0.8000021323,65.1376739617,0.6810464495,180.825342544,33.2570134311,38.0982688395,2
0.2072213064,1.1999996889,63.8218000556,0.2572492887,200,33.574690135,33.637356103,2.4685941649
0.2307792109,1.1999995478,62.5871846565,1,50,32.5253928856,33,3
0.1730384454,0.8000005255,64.8867936388,0.2931668089,50,32.3482785462,37.6572488533,2.2859404174
0.1895323248,0.90901486,63.1062891985,0.0306972213,55.1802453042,33.0547518841,41.681736182,2.0246896897
0.23096147,0.8540970386,66.0558856727,0.9661677685,111.6249287439,34.1764168346,39.7971160938,2.5797116634
0.1766993646,1.0013451941,65.7979430259,0.5789127215,129.3357496818,33.090631336,33.1035439211,2.0423809002
0.2641586424,1.1999988787,59.4221387849,0.5525791434,164.5160387738,34.5742673677,34.8480128556,2.9476902609
0.3032708596,0.9072274479,60.0254510059,0.0137326948,194.9855688965,35.1328680172,38.5858518105,2.7340848367
0.1661602382,0.8177381464,64.7387297707,0.1739897497,63.8287804718,32.920678561,35.3750421093,2.1481062028
0.1958137331,1.116955966,64.8990912199,0.2226877221,50.9724273493,32.7721705226,41.4063645255,2.953066702
0.2673678699,0.9541419171,64.2022050387,0.9783102786,191.3735989597,34.3593559877,39.5591549135,2.291658894
0.2337608669,0.8000007024,61.3923877183,0.4729738073,109.1144151858,33.7624175465,37.2988673217,2.7935140796
0.2904359347,1.1322173526,58.3466509308,0.9530988804,89.5229033715,34.5301961986,34.9621418856,2.9958746596
0.2523270643,0.9324900267,60.0645866646,0.9364013983,69.0574488458,34.0917521548,41.5999215961,2.193773606
0.2134982892,1.1955403651,64.6254935413,0.9264173628,57.9439140314,32.4512021038,35.6557046268,2.977951051
0.1814243884,1.1846650287,64.9360213343,0.4692737444,107.3648992953,32.5756861245,33.9196959794,2.289356671
0.2254305113,1.1999998071,61.142787544,0.2223456284,198.0149832839,34.1238419763,35.9910848213,2.6554839139
0.2382876472,0.8934219389,62.234705622,0.2113579457,79.5687060672,32.438695687,41.7843173547,2.0693080336
0.1806169921,0.9158344653,64.8186036234,0.0068398533,72.2680252044,33.5136321313,36.8586423668,2.3559961491
0.2679091814,1.1641793875,58.382091166,0.4362483711,188.1370572422,33.9302112694,41.5535689804,2.0415950851
0.1584157808,0.9302953193,65.270344278,0.0901471374,54.0986816069,33.3415709207,33.5006068381,2.002018473
0.2337496503,0.9060248693,65.4561693463,0.975688791,176.4143828353,34.0323349961,35.6993614209,2.3386273692
0.2293768461,1.1593537777,59.3358906689,0.4398880444,76.1250703462,33.5357753619,41.7359263297,2.0053764953
0.2530185335,0.8000004736,58.7796256673,0.6336103793,125.713710947,33.921075946,42,2.0743525503
0.1805411409,1.19999865,62.3598809117,0.3346724148,50,32.9695340413,38.2589481014,2.2458927123
0.2527828443,0.800000002,61.7547503101,0.2511694503,176.8853377049,34.2186644794,39.6784343721,2.7960438225
0.1794121882,0.9983209823,64.7694047967,0.0204536903,61.6461845896,32.8339585247,38.5315125532,2.3215740278
0.74425828,0.8000004777,58.3999990446,0.0973123639,50,33.2122290514,42,2
0.2112539241,1.1999997707,64.760000688,0.2787651793,79.5834503325,31.7891024841,34.9772636951,3
0.2219815779,0.9261346433,64.6090353442,0.1164444593,52.3976876661,32.6144812227,39.9503098945,2.9757229935
0.2276391227,0.8688719611,66.4115051244,0.1260215888,132.0588504929,33.1161652057,41.0717802786,2.2235003686
0.2122877421,0.8000003377,61.6613951095,0,50,33.0577570078,42,2.8481597447
0.2943176617,1.1677798005,65.9205624785,0.7397542836,57.5595933152,30.9871548594,41.2606379907,2.0171990351
0.2014162751,1.1565026839,62.7001168169,0.0184547983,180.8542158196,32.8312523698,37.3102988399,2.0461615371
0.2176873543,0.8796228455,62.0635481919,0.6378532428,50.090417947,33.6379426111,34.1759044061,2.936967418
0.1949610641,1.1999994067,65.6703408929,1,115.3359843275,33.5167219117,33,2.2413836975
0.1991843904,1.0943551215,64.6704288794,0.4006534629,52.900448337,32.8755791896,37.6985279431,2.9773236043
0.3103004028,1.1999978761,57.7235552103,0.5398276293,198.9555974844,34.9902354874,36.5273090552,2.5804690926
0.1938439504,0.9346909358,64.1904605959,0.0054582347,178.8875298282,33.4178045915,37.5001941476,2.0261992042
0.272466657,1.1999992544,57.5139114293,0.8230866853,50,34.2636710803,38.9148030731,2.8507792078
0.4293756449,1.1673062585,57.7098101684,0.9844934898,126.9395399009,35.0298589428,41.8928845297,2.0512996305
0.2304715105,0.812011762,62.1944248652,0.0026859485,119.1070435806,33.8115462013,41.4985217067,2.5571735842
0.2512988473,0.8236535984,63.2066318977,0.9639060822,52.0649695406,32.6656588488,40.7726013441,2.9356421491
0.1974289122,1.1997150259,62.954319492,0.0084047209,199.3796604866,33.876114534,36.2940646074,2.1199460938
0.1812967365,1.1999990199,65.711245214,0,97.1786683602,33.6965404065,36.1837096405,2.2072974578
0.1949001327,1.0302335067,61.6506340303,0.3235028826,53.2562299878,33.1344431905,40.5983603569,2.0834581014
0.2925264082,0.9262963248,66.4196707206,0.0228654181,51.5367083864,31.122844729,41.7248099129,2.0292309222
0.1556314728,1.0437312219,65.6897867754,0.0601013093,76.028485612,33.2930527527,33.2170282231,2.1074436665
0.16238831,1.1921921729,65.9625193692,0.6526359953,50.1056256751,32.4325968571,37.6895333306,2.0097742541
0.1602876067,1.1703324919,65.1276565382,0.0275960383,72.2771477267,32.7125866128,35.2685773995,2.0350107514
0.2056169746,0.8184480355,66.2215560697,0.9083172948,54.640666494,33.2042419327,38.671761803,2.5840031732
0.2734956531,0.8000006567,66.1225070928,0.9962898704,141.5980826671,34.2630698964,41.6391109132,2.0172923092
0.1517034556,1.1784755917,65.8036115862,0.4011418682,65.7295906899,32.6083750646,33.1481219954,2.1355911524
0.1455778788,1.1999978813,65.9600042374,0,50,32.7959016152,33.8651271921,2
0.2930227292,0.9149555921,65.5943514018,0.9804039289,165.4924850012,34.6926039259,39.9448028931,2.9746550732
0.3142127706,0.800004856,65.9599854321,0,200,30,33,3
0.2021575813,1.1762768273,61.6190637842,0.3673268839,131.4117240029,33.5792059518,37.4424444367,2.1237719313
0.1420198295,0.8000026265,65.8537568064,0.2979331687,50,32.6214922356,33.4182372789,2
0.3086555985,1.0889700305,64.9816190307,0.0200040765,159.8146771989,32.0641275089,41.772024898,2.9551469605
0.1875822734,1.1999997239,62.188991348,0.1389102979,126.0985909941,33.7528518054,38.0423019263,2.0185856088
0.1870614231,1.0999324409,63.5887113543,0.3298029078,72.0161149389,32.8695262967,37.8022683511,2.2874785072
0.2410201656,0.8719313354,60.0708748996,0.7503012662,50.190059061,33.5999768014,41.164621475,2.7911218503
0.2417912768,1.1382004427,59.1434762295,0.5936976778,137.5270368883,34.1997887131,39.8857900921,2.5537753865
0.2440996576,0.8000007719,58.9658076033,0.9921870549,50,33.5921258853,33,2.8695023884
0.2407123221,0.8000001416,59.4613651117,0.6836793964,50,33.8878591448,35.8759581676,2.9560337263
0.2358203109,1.1999993956,60.5374677192,0.9986691673,50.1018606493,33.9130975103,36.1040298937,2.7611721076
0.2740202312,0.8102972744,63.1468707286,0.8560565443,140.3229553718,33.5082355946,41.7848924298,2.7405696896
0.28718607,0.9456740774,65.480768814,0.9829278386,145.4902784051,31.1310259691,36.8437095916,2.920447998
0.1715885064,1.1999998252,65.9223082051,0,50,33.5499589373,42,2.031410125
0.2005683358,1.1381852214,65.2893857119,0.9472588226,51.2607703553,33.2060082184,41.8584144506,2.3474972388
0.2335288243,1.0827983878,57.7198073362,0.9987275742,61.2774450464,33.7062556775,36.6197827749,2.416424929
0.2062096429,1.1619667003,58.6004594994,0.6592831818,68.509178381,33.7912054573,38.4966457337,2.1988321696
0.2361157965,0.8277587909,65.4407243281,0.9246914434,103.9061944304,33.7213245613,37.0138776853,2.9877029808
0.2145478094,0.8832497372,66.241526886,0.8161166415,199.0539157621,33.4873110737,37.1256484375,2.1222248837
0.2259854877,1.1800092808,57.8220895639,0.9049058661,77.012661816,33.6221428216,39.6748541089,2.140049403
0.2378705228,1.1960319874,57.7057333207,0.6917222348,95.6861311339,34.1649028152,36.1861045874,2.6868182703
0.2195728903,1.0820970083,59.0412458695,0.5810424677,51.4711623304,33.9828494131,37.7694982099,2.5965005512
0.2296988131,1.1492276479,58.3748254826,0.5718060715,120.9872243665,34.2019360945,38.8069169456,2.2803236124
0.2940059012,1.075965215,57.2372079447,0.9583919414,53.2974792605,34.4346651235,34.0223757417,2.9154945186
0.2534485286,1.1999992793,57.443690092,0.9377650584,84.9396086572,34.1518572322,37.225090876,2.6541361359
0.1795058913,1.0574885383,62.1456741557,0.6400501386,50.1646337578,32.8166096756,34.4227571886,2.2715060711
0.1601788212,0.8179235406,66.3653281611,0.0432608503,63.6733604709,33.030567287,36.071144629,2.0162712188
0.2483803416,1.1999969943,59.7154924853,0.7145550789,133.7681588879,34.4196337762,34.8929649331,2.6895208778
0.170686477,1.1080464551,62.7178285787,0.6703985593,62.852757144,33.2887025258,35.3821613706,2.0250276234
0.1937438347,1.0354541964,59.2414480387,0.8896688686,56.5181892775,33.4071100209,36.5571956159,2.1129571911
0.2203307091,1.1999995247,60.0501232041,0.8744958783,58.7907891118,33.7878823516,33.3172685192,2.3149250726
0.2291390658,1.0337593145,57.9865072984,0.9104517539,58.8060969828,33.7874154321,33.3089491898,2.3304464437
0.2430672963,1.1774921817,59.0543070522,0.9346355758,50.85871111,33.237784933,33.0448003993,2.5978756077
0.2436514669,0.8000001931,64.0975781081,0.9340045257,136.3722067787,33.6906221785,37.6887399238,2.4537167634
0.2731713056,0.8467403229,58.0023736887,0.9244677369,131.5985468735,34.435552387,33.3621269968,2.7552337523
0.1931754337,1.1999999061,61.5749101607,0.4916751653,60.6091418723,33.4639905831,36.2514306605,2.3744746031
0.2116828114,1.1999990547,59.270320812,0.896044112,52.659259534,33.2907423594,39.6641070061,2.0514115401
0.2170773376,0.8000001143,60.0835107993,0.7133263948,50,33.8466043622,35.4689456535,2.2953417937
0.1870576809,1.0554246843,62.3660524626,0.4943970887,51.2730560844,33.5274291243,36.7559968904,2.1343781638
0.208723736,1.1999912598,65.2293558423,0.2011077434,116.569285954,32.8582755644,36.2312411464,2.6088891332
0.1804303319,1.0852556152,61.1745137722,0.3494413642,62.6578270512,33.4857620008,37.1995236063,2.0282466545
0.2030547307,1.147702214,62.9670539938,0.4690712618,185.5759933445,32.7381192354,36.5707493952,2.2327327238
0.2065527787,0.8402950335,65.697733143,0.6539004793,50.565168297,32.2049507293,36.0899127669,2.9902898234
0.1439450172,1.1999869609,64.4662435377,0.1207490909,50.2757244903,32.9468987388,35.2439861235,2.0044430483
0.2535030266,0.8962624872,57.6512259118,0.7224182705,146.9264628026,34.4848972633,35.9977610559,2.7898169959
0.167596653,1.199992622,64.9813862554,0.1591899088,99.6934647,33.4272936172,33.4547707892,2.045757398
0.3197230134,0.8000004058,66.56098329,0.1464211636,198.9361098646,31.6176008942,41.9039642982,2.0474015071
0.169055977,1.1999999958,65.5780895735,0,53.9205087425,32.9779217702,40.3364272659,2.1256854118
0.1983085699,1.075972512,66.0466516245,0.4383080951,87.8865684329,33.2640183261,39.8270472541,2.0848095678
0.1602891313,1.0999406918,64.2411478098,0.067546582,53.8031043371,33.0712921798,36.5702029528,2.0386118116
0.3154664864,1.1999920702,64.7600237895,0,200,31.0513160648,37.8622566717,3
0.1720622387,0.8524044835,66.3888400234,0.0472597201,183.0967089718,33.0925079092,33.1664910703,2.2288177714
0.2000267043,1.1999999963,58.6642106599,0.6341514411,52.8521698836,34.0503189242,35.2966713709,2.0718656503
0.1790859179,0.9957128163,61.9358512473,0.5219058979,50.2981400127,32.5964381712,35.9919973293,2.1429960259
0.1493587412,1.1999996269,63.9609335496,0.5695129278,56.4038087705,32.5990379051,33.833610897,2.0980157888
0.2936010278,1,57,1,200,34.3914839729,33,3
0.1595910224,0.9226830454,62.2873142159,0.7102801882,54.6618070264,32.5404295901,33.4662715481,2.0165614671
0.209813226,0.8000003238,63.7091663298,0.4503584798,121.3362887308,33.1398934732,33.4981366909,2.8629563902
0.1870485639,1.1999795262,63.3676401852,0.3612987401,99.0535088228,33.6663070024,34.8038339976,2
0.2658094731,0.9376100664,65.3819122522,0.0049713882,57.4467157855,31.7997716326,41.9174688203,2.9504298221
0.1566522346,0.8000081084,64.1546964772,0.2380828282,50,32.4194005167,36.9119744788,2.0519654017
0.2409512035,1.172701874,59.1820851942,0.7447447158,84.9496874942,34.2221634884,41.9115876845,2.3509328757
0.1576952178,1.1999290888,64.8457514738,0.2934918429,59.2947857842,32.4134044212,33.7235608611,2.0664857124
0.2220215734,1.1178136445,60.6270872872,0.5852418414,55.8328172072,34.2678743918,33.611769343,2.0547177946
0.2285149729,0.8161869573,63.0694085731,0.9895570582,68.0851407944,32.9416337219,34.3663227471,2.9820640269
0.1689809501,1.0368839409,63.2941732536,0.6810797695,50.4792921365,32.1289579951,33.1359981179,2.1641399887
0.23131606,1.1933680898,57.5394485351,0.7893937882,181.0619743824,33.7348558689,33.9304012987,2.556495661
0.1713108033,1.1999994823,65.9376773662,0.0892002132,114.6863356549,33.6068494373,33,2.0186030658
0.2470878621,1.1465423044,57.353117199,0.9298498174,61.3542271144,34.4307442356,34.7567652851,2.315635679
0.2073424071,0.9894140569,58.6415393551,0.8438362129,53.4247787335,33.9355206368,35.9816651576,2.0386872303
0.2663354135,1.1454811373,57.6658558839,0.8534231775,186.9825403866,34.2536369343,35.4947782721,2.7321287936
0.2139242402,1.1999987485,65.708188782,0.9794086006,194.7549350545,33.3819365775,37.8894830507,2.0104036699
0.1829132979,1.02301022,65.4984135588,0.0111800978,135.895824768,33.5743060224,33.0316916472,2.4459012037
0.2249012362,0.9928139298,64.6814577711,0.62068429,198.2533842165,32.3629499323,33.176617231,2.9753458121
0.2053460989,0.8139561613,65.3664910914,0.2903905128,187.0572799014,33.2025747518,33.5016314555,2.8673694239
0.1759799379,0.9100634351,60.5323142211,0.6089105661,50.6732490616,32.8647912339,35.7209801284,2.0196484325
0.2211752202,1.1999993358,65.1836646421,0.574251239,65.938307057,33.5616364386,42,2.6469475967
0.1920964685,1.1290780685,60.8369599859,0.7962731927,73.0893155652,33.2818907886,33.9204467679,2.0315318418
0.1901177663,1.1999936964,63.0680661586,0.1468425399,156.3870411283,33.8786335822,34.8452300009,2.0623550513
0.1477419583,1.1999994016,65.3531401782,0.7558000684,50,32.0625422528,33,2.0428976593
0.1516772704,0.8000071527,66.7599856947,0.3825300028,92.8541247865,33.2038613113,33,2
0.254688812,1.197954131,57.3434163045,0.6417844131,199.5361046502,33.7638739918,33.4137573946,2.6721364691
0.1701247501,0.8000014576,66.4096048451,0.8939208538,52.2341112056,31.6692363891,33.0501102287,2.3728251106
0.1946649866,0.8000007377,66.0599631929,0,125.5196286241,32.8581754402,33,2.8750433578
0.1981311725,0.8000006891,66.2655271559,1,83.3490962183,32.1442184346,33.2597073366,2.6180887999
0.2280331082,0.8000001328,63.1250415899,0.4239686537,195.4720006988,33.3674673041,33.0808733895,2.8890252844
0.1557266994,0.9398108043,61.582934869,0.4787035394,51.2121076792,33.1070968919,34.4797516255,2.0208048154
0.2411942907,0.8000023867,66.5453922851,0.4566682919,137.8472731198,34.0945745135,42,2.2682528765
0.1936148626,1.1999916006,65.7117743702,1,94.6668671561,33.2116204153,38.7571026244,2.2068701385
0.1989272134,0.9779106515,62.3787679712,0.1739097789,55.5193298257,33.5769138616,36.5590609929,2.9818846974
0.1389411933,0.8000027929,65.9889952408,0,50,32.9086048877,34.160998731,2.2306645396
0.2682825773,1.1625916704,63.6370379421,0.5243746748,187.570927318,34.0752570886,41.6359496866,2.9887714767
0.1788978558,0.9976951227,63.3516616887,0.9852516795,55.2443024242,33.1178758036,34.4431170591,2.0375761329
0.213027374,1.1999998893,63.4131657399,0.1263927784,93.9351308673,33.5701139548,33,3
0.2291259559,1.1999999802,61.2005114762,0.0012254718,147.1283980406,34.246622945,37.6510533835,2.9960374282
0.1766001956,1.1999995033,63.0762626883,0.1966046948,50,33.1835524985,36.1736705636,2.4403966425
0.1691234554,1.0672142712,61.9296783493,0.6518589638,55.9127995365,32.952230198,33.4454360394,2.0372558877
0.1828940988,0.8000025988,62.13150847,0.7282133609,50,33.4349441013,33.8553830152,2
0.1913068626,1.1301860771,64.6963199833,0.1834050003,132.0133508564,33.0526923946,33.3086713163,2.9085618878
0.2334427593,0.8008194763,60.8665126917,0.1536698274,196.9333083443,33.7050149306,41.1674779506,2.2801554856
0.2243789858,0.8430036066,66.1107772004,0.0043114757,191.1312591206,33.5045134579,38.9015962588,2.5060672746
0.2003378134,1.1414320413,61.7783983739,0.0706987561,51.0040934274,33.0140429001,40.2330194395,2.8207668791
0.1383837139,0.8000011705,66.5680534344,0.5311100725,50,32.3131227816,33,2
0.168923079,1.1999981165,65.6927011087,0.1244708337,50,32.7126326848,40.4974800392,2
0.2164163222,0.800000194,62.1079943436,0.0785983581,151.644588065,34.2101236611,34.087561291,2.9467255322
0.2503913851,0.8000012679,60.8642195279,0.48338434,91.4494728445,34.5721454593,35.1522758632,3
0.1838988492,1.1081309884,60.4140437729,0.7939612097,50.5265480456,33.617565746,33.5840573496,2.0521101693
0.202789883,0.8000000538,64.3637392837,1.84728130294503E-05,149.6863221457,33.3828059854,33.0715865661,2.7814573822
